ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
chr3|+|56600977|56601081|56600978|56601081|56600688|56600787	"ENSG00000180376.16_2"	"CCDC66"	chr3	+	56600977	56601081	56600978	56601081	56600688	56600787
chr3|+|56647616|56647778|56647638|56647778|56605208|56605330	"ENSG00000180376.16_2"	"CCDC66"	chr3	+	56647616	56647778	56647638	56647778	56605208	56605330
chr3|+|56647616|56647778|56647638|56647778|56606364|56606456	"ENSG00000180376.16_2"	"CCDC66"	chr3	+	56647616	56647778	56647638	56647778	56606364	56606456
chr3|+|56647616|56647778|56647638|56647778|56627518|56627769	"ENSG00000180376.16_2"	"CCDC66"	chr3	+	56647616	56647778	56647638	56647778	56627518	56627769
chr3|+|56647616|56647778|56647638|56647778|56627971|56628056	"ENSG00000180376.16_2"	"CCDC66"	chr3	+	56647616	56647778	56647638	56647778	56627971	56628056
chr19|+|1068331|1068743|1068412|1068743|1065921|1066162	"ENSG00000180448.10_3"	"ARHGAP45"	chr19	+	1068331	1068743	1068412	1068743	1065921	1066162
chr19|+|1068331|1068743|1068412|1068743|1067496|1067673	"ENSG00000180448.10_3"	"ARHGAP45"	chr19	+	1068331	1068743	1068412	1068743	1067496	1067673
chr1|+|78338685|78338805|78338688|78338805|78308991|78309092	"ENSG00000180488.14_3"	"MIGA1"	chr1	+	78338685	78338805	78338688	78338805	78308991	78309092
chr1|+|78338685|78338805|78338688|78338805|78326908|78327007	"ENSG00000180488.14_3"	"MIGA1"	chr1	+	78338685	78338805	78338688	78338805	78326908	78327007
chr1|+|78338685|78338805|78338688|78338805|78329578|78329713	"ENSG00000180488.14_3"	"MIGA1"	chr1	+	78338685	78338805	78338688	78338805	78329578	78329713
chr1|+|78338685|78338805|78338688|78338805|78332022|78332076	"ENSG00000180488.14_3"	"MIGA1"	chr1	+	78338685	78338805	78338688	78338805	78332022	78332076
chr21|-|35830951|35831062|35830951|35831034|35831826|35831902	"ENSG00000180509.11_3"	"KCNE1"	chr21	-	35830951	35831062	35830951	35831034	35831826	35831902
chr21|-|35830951|35831062|35830951|35831034|35832196|35832236	"ENSG00000180509.11_3"	"KCNE1"	chr21	-	35830951	35831062	35830951	35831034	35832196	35832236
chr21|-|35830951|35831062|35830951|35831034|35884324|35884573	"ENSG00000180509.11_3"	"KCNE1"	chr21	-	35830951	35831062	35830951	35831034	35884324	35884573
chr17|-|19584679|19584983|19584679|19584774|19605917|19605987	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19584679	19584983	19584679	19584774	19605917	19605987
chr17|-|19611614|19611737|19611614|19611712|19612028|19612073	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611737	19611614	19611712	19612028	19612073
chr17|-|19611614|19611820|19611614|19611712|19612028|19612073	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611820	19611614	19611712	19612028	19612073
chr17|-|19611614|19611820|19611614|19611712|19617137|19617286	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611820	19611614	19611712	19617137	19617286
chr17|-|19611614|19611820|19611614|19611737|19612028|19612073	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611820	19611614	19611737	19612028	19612073
chr17|-|19611614|19611866|19611614|19611712|19612028|19612073	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611866	19611614	19611712	19612028	19612073
chr17|-|19611614|19611866|19611614|19611737|19612028|19612073	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611866	19611614	19611737	19612028	19612073
chr17|-|19611614|19611866|19611614|19611820|19612028|19612073	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19611866	19611614	19611820	19612028	19612073
chr17|-|19611614|19612073|19611614|19611712|19616015|19616058	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19612073	19611614	19611712	19616015	19616058
chr17|-|19611614|19612073|19611614|19611712|19617137|19617286	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19612073	19611614	19611712	19617137	19617286
chr17|-|19611614|19612073|19611614|19611737|19617137|19617286	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19612073	19611614	19611737	19617137	19617286
chr17|-|19611614|19612073|19611614|19611820|19617137|19617286	"ENSG00000180638.17_3"	"SLC47A2"	chr17	-	19611614	19612073	19611614	19611820	19617137	19617286
chr10|-|72357103|72358937|72357103|72357597|72360119|72360662	"ENSG00000180644.7_2"	"PRF1"	chr10	-	72357103	72358937	72357103	72357597	72360119	72360662
chr13|-|21955572|21955688|21955572|21955685|21956039|21956133	"ENSG00000180776.15_3"	"ZDHHC20"	chr13	-	21955572	21955688	21955572	21955685	21956039	21956133
chr13|-|21955572|21955688|21955572|21955685|21957058|21957148	"ENSG00000180776.15_3"	"ZDHHC20"	chr13	-	21955572	21955688	21955572	21955685	21957058	21957148
chr13|-|21956039|21956133|21956039|21956084|21957058|21957148	"ENSG00000180776.15_3"	"ZDHHC20"	chr13	-	21956039	21956133	21956039	21956084	21957058	21957148
chr6|+|3264407|3264559|3264442|3264559|3263917|3263993	"ENSG00000180822.11_2"	"PSMG4"	chr6	+	3264407	3264559	3264442	3264559	3263917	3263993
chrX|+|153061117|153062987|153062912|153062987|153060128|153060209	"ENSG00000180879.13_3"	"SSR4"	chrX	+	153061117	153062987	153062912	153062987	153060128	153060209
chrX|+|153061888|153062007|153061893|153062007|153061117|153061316	"ENSG00000180879.13_3"	"SSR4"	chrX	+	153061888	153062007	153061893	153062007	153061117	153061316
chrX|+|153061888|153062007|153061893|153062007|153061382|153061581	"ENSG00000180879.13_3"	"SSR4"	chrX	+	153061888	153062007	153061893	153062007	153061382	153061581
chrX|+|153063525|153063948|153063783|153063948|153063179|153063269	"ENSG00000180879.13_3"	"SSR4"	chrX	+	153063525	153063948	153063783	153063948	153063179	153063269
chr17|-|55940336|55940718|55940336|55940646|55943834|55943905	"ENSG00000180891.12_3"	"CUEDC1"	chr17	-	55940336	55940718	55940336	55940646	55943834	55943905
chr17|-|55940336|55940718|55940336|55940646|55948646|55948730	"ENSG00000180891.12_3"	"CUEDC1"	chr17	-	55940336	55940718	55940336	55940646	55948646	55948730
chr17|-|55943834|55944776|55943834|55943905|55945510|55945604	"ENSG00000180891.12_3"	"CUEDC1"	chr17	-	55943834	55944776	55943834	55943905	55945510	55945604
chr17|-|55948646|55948730|55948646|55948726|55950023|55950216	"ENSG00000180891.12_3"	"CUEDC1"	chr17	-	55948646	55948730	55948646	55948726	55950023	55950216
chr17|-|55962589|55963240|55962589|55962802|56032585|56032684	"ENSG00000180891.12_3"	"CUEDC1"	chr17	-	55962589	55963240	55962589	55962802	56032585	56032684
chr8|-|144874389|144874575|144874389|144874571|144874654|144874805	"ENSG00000180900.18_3"	"SCRIB"	chr8	-	144874389	144874575	144874389	144874571	144874654	144874805
chr8|-|144874654|144875037|144874654|144874805|144875145|144875253	"ENSG00000180900.18_3"	"SCRIB"	chr8	-	144874654	144875037	144874654	144874805	144875145	144875253
chr8|-|144874654|144875037|144874654|144874805|144876069|144876132	"ENSG00000180900.18_3"	"SCRIB"	chr8	-	144874654	144875037	144874654	144874805	144876069	144876132
chr2|+|242683036|242683230|242683053|242683230|242674547|242674931	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242683036	242683230	242683053	242683230	242674547	242674931
chr2|+|242683036|242683230|242683053|242683230|242680447|242680505	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242683036	242683230	242683053	242683230	242680447	242680505
chr2|+|242683036|242683230|242683053|242683230|242681849|242681989	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242683036	242683230	242683053	242683230	242681849	242681989
chr2|+|242688708|242688814|242688713|242688814|242684123|242684292	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242688708	242688814	242688713	242688814	242684123	242684292
chr2|+|242688708|242688814|242688713|242688814|242688250|242688357	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242688708	242688814	242688713	242688814	242688250	242688357
chr2|+|242694459|242695429|242695263|242695429|242674547|242674931	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242674547	242674931
chr2|+|242694459|242695429|242695263|242695429|242680447|242680505	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242680447	242680505
chr2|+|242694459|242695429|242695263|242695429|242681849|242681989	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242681849	242681989
chr2|+|242694459|242695429|242695263|242695429|242684123|242684292	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242684123	242684292
chr2|+|242694459|242695429|242695263|242695429|242689565|242689709	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242689565	242689709
chr2|+|242694459|242695429|242695263|242695429|242690660|242690803	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242690660	242690803
chr2|+|242694459|242695429|242695263|242695429|242694045|242694161	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242694045	242694161
chr2|+|242707124|242708226|242707127|242708226|242690660|242690803	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242707124	242708226	242707127	242708226	242690660	242690803
chr2|+|242707124|242708226|242707127|242708226|242694459|242695429	"ENSG00000180902.17_2"	"D2HGDH"	chr2	+	242707124	242708226	242707127	242708226	242694459	242695429
chr22|-|28292539|28292622|28292539|28292614|28293788|28293880	"ENSG00000180957.17_3"	"PITPNB"	chr22	-	28292539	28292622	28292539	28292614	28293788	28293880
chr15|-|42839458|42840442|42839458|42839727|42840548|42840654	"ENSG00000180979.9_2"	"LRRC57"	chr15	-	42839458	42840442	42839458	42839727	42840548	42840654
chr19|+|47251771|47252141|47252031|47252141|47251283|47251345	"ENSG00000181027.10_3"	"FKRP"	chr19	+	47251771	47252141	47252031	47252141	47251283	47251345
chr17|+|78194714|78194914|78194717|78194914|78194236|78194295	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78194714	78194914	78194717	78194914	78194236	78194295
chr17|+|78195216|78195593|78195346|78195593|78193497|78193787	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78195216	78195593	78195346	78195593	78193497	78193787
chr17|+|78195216|78195593|78195346|78195593|78194236|78194295	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78195216	78195593	78195346	78195593	78194236	78194295
chr17|+|78195216|78195593|78195346|78195593|78194717|78194914	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78195216	78195593	78195346	78195593	78194717	78194914
chr17|+|78195216|78195593|78195554|78195593|78193497|78193787	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78195216	78195593	78195554	78195593	78193497	78193787
chr17|+|78195346|78195593|78195554|78195593|78193497|78193787	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78195346	78195593	78195554	78195593	78193497	78193787
chr17|+|78195346|78195593|78195554|78195593|78194714|78194914	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78195346	78195593	78195554	78195593	78194714	78194914
chr17|+|78197050|78197136|78197089|78197136|78194267|78194295	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78197050	78197136	78197089	78197136	78194267	78194295
chr17|+|78197050|78197136|78197089|78197136|78194717|78194914	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78197050	78197136	78197089	78197136	78194717	78194914
chr17|+|78197050|78197136|78197089|78197136|78195346|78195593	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78197050	78197136	78197089	78197136	78195346	78195593
chr17|+|78197050|78197136|78197089|78197136|78196453|78196646	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78197050	78197136	78197089	78197136	78196453	78196646
chr17|+|78210590|78210902|78210726|78210902|78195346|78195593	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78210590	78210902	78210726	78210902	78195346	78195593
chr17|+|78210590|78210902|78210726|78210902|78199635|78199715	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78210590	78210902	78210726	78210902	78199635	78199715
chr17|+|78210590|78210902|78210726|78210902|78201650|78201759	"ENSG00000181045.14_3"	"SLC26A11"	chr17	+	78210590	78210902	78210726	78210902	78201650	78201759
chr3|-|42835648|42835791|42835648|42835767|42845663|42845925	"ENSG00000181061.13_3"	"HIGD1A"	chr3	-	42835648	42835791	42835648	42835767	42845663	42845925
chr8|+|144800893|144801075|144800944|144801075|144800381|144800472	"ENSG00000181085.14_2"	"MAPK15"	chr8	+	144800893	144801075	144800944	144801075	144800381	144800472
chr8|+|144802399|144803010|144802872|144803010|144801512|144801652	"ENSG00000181085.14_2"	"MAPK15"	chr8	+	144802399	144803010	144802872	144803010	144801512	144801652
chr8|+|144803717|144803843|144803718|144803843|144803400|144803581	"ENSG00000181085.14_2"	"MAPK15"	chr8	+	144803717	144803843	144803718	144803843	144803400	144803581
chr9|+|140637822|140637980|140637843|140637980|140611077|140611634	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140611077	140611634
chr9|+|140637822|140637980|140637843|140637980|140611378|140611725	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140611378	140611725
chr9|+|140637822|140637980|140637843|140637980|140622800|140622981	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140622800	140622981
chr9|+|140637822|140637980|140637843|140637980|140622800|140623045	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140622800	140623045
chr9|+|140637822|140637980|140637843|140637980|140633058|140633231	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140633058	140633231
chr9|+|140637822|140637980|140637843|140637980|140637625|140637714	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140637625	140637714
chr9|+|140708702|140708960|140708882|140708960|140707837|140707982	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140708702	140708960	140708882	140708960	140707837	140707982
chr9|+|140711890|140712590|140712511|140712590|140710398|140710514	"ENSG00000181090.19_3"	"EHMT1"	chr9	+	140711890	140712590	140712511	140712590	140710398	140710514
chr22|+|30887683|30887924|30887864|30887924|30887410|30887579	"ENSG00000181123.8_2"	"RP4-539M6.14"	chr22	+	30887683	30887924	30887864	30887924	30887410	30887579
chr6|+|29761127|29765588|29764969|29765588|29760213|29760483	"ENSG00000181126.13_2"	"HLA-V"	chr6	+	29761127	29765588	29764969	29765588	29760213	29760483
chr8|+|144770831|144771471|144771373|144771471|144766793|144766925	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144770831	144771471	144771373	144771471	144766793	144766925
chr8|+|144770831|144771471|144771373|144771471|144766925|144767237	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144770831	144771471	144771373	144771471	144766925	144767237
chr8|+|144770831|144771471|144771373|144771471|144769550|144769648	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144770831	144771471	144771373	144771471	144769550	144769648
chr8|+|144770831|144771471|144771373|144771471|144770163|144770237	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144770831	144771471	144771373	144771471	144770163	144770237
chr8|+|144773068|144773369|144773242|144773369|144769086|144769184	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773068	144773369	144773242	144773369	144769086	144769184
chr8|+|144773068|144773369|144773242|144773369|144772226|144772293	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773068	144773369	144773242	144773369	144772226	144772293
chr8|+|144773766|144773883|144773769|144773883|144772226|144772293	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773766	144773883	144773769	144773883	144772226	144772293
chr8|+|144773766|144773883|144773769|144773883|144773242|144773369	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773766	144773883	144773769	144773883	144773242	144773369
chr8|+|144773766|144773883|144773769|144773883|144773242|144773402	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773766	144773883	144773769	144773883	144773242	144773402
chr8|+|144773766|144773883|144773779|144773883|144773242|144773369	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773766	144773883	144773779	144773883	144773242	144773369
chr8|+|144773766|144773883|144773779|144773883|144773242|144773402	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773766	144773883	144773779	144773883	144773242	144773402
chr8|+|144773769|144773883|144773779|144773883|144772226|144772293	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773769	144773883	144773779	144773883	144772226	144772293
chr8|+|144773769|144773883|144773779|144773883|144773242|144773369	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773769	144773883	144773779	144773883	144773242	144773369
chr8|+|144773769|144773883|144773779|144773883|144773242|144773402	"ENSG00000181135.15_3"	"ZNF707"	chr8	+	144773769	144773883	144773779	144773883	144773242	144773402
chr6|-|9809809|9810023|9809809|9809947|9819394|9819657	"ENSG00000181355.20_3"	"OFCC1"	chr6	-	9809809	9810023	9809809	9809947	9819394	9819657
chr6|-|9903605|9903674|9903605|9903639|9908750|9908837	"ENSG00000181355.20_3"	"OFCC1"	chr6	-	9903605	9903674	9903605	9903639	9908750	9908837
chr2|-|219894124|219894930|219894124|219894390|219903096|219903300	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219894124	219894930	219894124	219894390	219903096	219903300
chr2|-|219895827|219896027|219895827|219895918|219896210|219896380	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219895827	219896027	219895827	219895918	219896210	219896380
chr2|-|219895827|219896027|219895827|219895918|219897191|219897294	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219895827	219896027	219895827	219895918	219897191	219897294
chr2|-|219895827|219896027|219895827|219895918|219900201|219900386	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219895827	219896027	219895827	219895918	219900201	219900386
chr2|-|219903617|219903666|219903617|219903664|219905240|219905286	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219903617	219903666	219903617	219903664	219905240	219905286
chr2|-|219903617|219903772|219903617|219903664|219905240|219905286	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219903617	219903772	219903617	219903664	219905240	219905286
chr2|-|219903617|219903772|219903617|219903666|219905240|219905286	"ENSG00000181378.13_3"	"CFAP65"	chr2	-	219903617	219903772	219903617	219903666	219905240	219905286
chr4|-|169312690|169312795|169312690|169312791|169315611|169315768	"ENSG00000181381.13_3"	"DDX60L"	chr4	-	169312690	169312795	169312690	169312791	169315611	169315768
chr4|-|169312690|169312795|169312690|169312791|169315615|169315768	"ENSG00000181381.13_3"	"DDX60L"	chr4	-	169312690	169312795	169312690	169312791	169315615	169315768
chr4|-|169312690|169312795|169312690|169312791|169317109|169317275	"ENSG00000181381.13_3"	"DDX60L"	chr4	-	169312690	169312795	169312690	169312791	169317109	169317275
chr4|-|169317109|169317278|169317109|169317275|169321976|169322129	"ENSG00000181381.13_3"	"DDX60L"	chr4	-	169317109	169317278	169317109	169317275	169321976	169322129
chr4|-|169340452|169340548|169340452|169340535|169341411|169341531	"ENSG00000181381.13_3"	"DDX60L"	chr4	-	169340452	169340548	169340452	169340535	169341411	169341531
chr19|-|36496234|36497573|36496234|36496339|36497651|36497846	"ENSG00000181392.14_3"	"SYNE4"	chr19	-	36496234	36497573	36496234	36496339	36497651	36497846
chr19|-|36496234|36497573|36496234|36496339|36498026|36498170	"ENSG00000181392.14_3"	"SYNE4"	chr19	-	36496234	36497573	36496234	36496339	36498026	36498170
chr17|+|43213205|43213320|43213208|43213320|43212707|43212959	"ENSG00000181513.14_2"	"ACBD4"	chr17	+	43213205	43213320	43213208	43213320	43212707	43212959
chr17|+|43213866|43214143|43214058|43214143|43213474|43213599	"ENSG00000181513.14_2"	"ACBD4"	chr17	+	43213866	43214143	43214058	43214143	43213474	43213599
chr17|+|43215088|43215197|43215126|43215197|43214058|43214143	"ENSG00000181513.14_2"	"ACBD4"	chr17	+	43215088	43215197	43215126	43215197	43214058	43214143
chr17|+|43215088|43215197|43215126|43215197|43214385|43214506	"ENSG00000181513.14_2"	"ACBD4"	chr17	+	43215088	43215197	43215126	43215197	43214385	43214506
chr17|+|43215088|43215197|43215126|43215197|43214734|43214821	"ENSG00000181513.14_2"	"ACBD4"	chr17	+	43215088	43215197	43215126	43215197	43214734	43214821
chr17|+|43215279|43215355|43215289|43215355|43215126|43215197	"ENSG00000181513.14_2"	"ACBD4"	chr17	+	43215279	43215355	43215289	43215355	43215126	43215197
chr17|-|78188413|78188564|78188413|78188478|78188831|78188937	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78188413	78188564	78188413	78188478	78188831	78188937
chr17|-|78188413|78188564|78188413|78188478|78190830|78190991	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78188413	78188564	78188413	78188478	78190830	78190991
chr17|-|78188413|78188582|78188413|78188478|78188831|78188937	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78188413	78188582	78188413	78188478	78188831	78188937
chr17|-|78188413|78188582|78188413|78188478|78190830|78190991	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78188413	78188582	78188413	78188478	78190830	78190991
chr17|-|78188413|78188582|78188413|78188564|78188831|78188937	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78188413	78188582	78188413	78188564	78188831	78188937
chr17|-|78188413|78188582|78188413|78188564|78190830|78190991	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78188413	78188582	78188413	78188564	78190830	78190991
chr17|-|78190830|78191026|78190830|78190991|78194680|78194722	"ENSG00000181523.12_2"	"SGSH"	chr17	-	78190830	78191026	78190830	78190991	78194680	78194722
chr19|+|37826070|37826159|37826101|37826159|37815109|37815167	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37826070	37826159	37826101	37826159	37815109	37815167
chr19|+|37826070|37826159|37826101|37826159|37825572|37825684	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37826070	37826159	37826101	37826159	37825572	37825684
chr19|+|37838091|37838218|37838133|37838218|37815109|37815167	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37838091	37838218	37838133	37838218	37815109	37815167
chr19|+|37838091|37838218|37838133|37838218|37815697|37815838	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37838091	37838218	37838133	37838218	37815697	37815838
chr19|+|37838091|37838218|37838133|37838218|37826070|37826159	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37838091	37838218	37838133	37838218	37826070	37826159
chr19|+|37838091|37838218|37838133|37838218|37837324|37837394	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37838091	37838218	37838133	37838218	37837324	37837394
chr19|+|37838091|37838218|37838133|37838218|37837789|37837954	"ENSG00000181666.17_3"	"HKR1"	chr19	+	37838091	37838218	37838133	37838218	37837789	37837954
chr3|+|128971465|128971798|128971718|128971798|128971123|128971204	"ENSG00000181789.14_2"	"COPG1"	chr3	+	128971465	128971798	128971718	128971798	128971123	128971204
chr3|+|114012153|114012969|114012846|114012969|114009905|114011966	"ENSG00000181847.11_3"	"TIGIT"	chr3	+	114012153	114012969	114012846	114012969	114009905	114011966
chr3|+|114012153|114012969|114012846|114012969|114009948|114010143	"ENSG00000181847.11_3"	"TIGIT"	chr3	+	114012153	114012969	114012846	114012969	114009948	114010143
chr12|-|56606779|56606922|56606779|56606861|56607741|56607854	"ENSG00000181852.17_3"	"RNF41"	chr12	-	56606779	56606922	56606779	56606861	56607741	56607854
chr17|-|7165139|7165662|7165139|7165404|7167247|7167302	"ENSG00000181885.18_3"	"CLDN7"	chr17	-	7165139	7165662	7165139	7165404	7167247	7167302
chr12|-|49397340|49397378|49397340|49397376|49397539|49397705	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49397340	49397378	49397340	49397376	49397539	49397705
chr12|-|49398289|49398801|49398289|49398416|49398902|49398948	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49398289	49398801	49398289	49398416	49398902	49398948
chr12|-|49399088|49399174|49399088|49399147|49399244|49399326	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399088	49399174	49399088	49399147	49399244	49399326
chr12|-|49399088|49399326|49399088|49399147|49406844|49406893	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399088	49399326	49399088	49399147	49406844	49406893
chr12|-|49399244|49399375|49399244|49399326|49399450|49399525	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399244	49399375	49399244	49399326	49399450	49399525
chr12|-|49399244|49399375|49399244|49399326|49399525|49399635	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399244	49399375	49399244	49399326	49399525	49399635
chr12|-|49399244|49399375|49399244|49399326|49402208|49402382	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399244	49399375	49399244	49399326	49402208	49402382
chr12|-|49399244|49399375|49399244|49399326|49406844|49406893	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399244	49399375	49399244	49399326	49406844	49406893
chr12|-|49399525|49399664|49399525|49399635|49406844|49406893	"ENSG00000181929.11_3"	"PRKAG1"	chr12	-	49399525	49399664	49399525	49399635	49406844	49406893
chr15|+|89015466|89015851|89015585|89015851|89011138|89012376	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89015466	89015851	89015585	89015851	89011138	89012376
chr15|+|89018260|89018470|89018340|89018470|89011138|89011255	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018260	89018470	89018340	89018470	89011138	89011255
chr15|+|89018260|89018470|89018340|89018470|89011138|89012376	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018260	89018470	89018340	89018470	89011138	89012376
chr15|+|89018260|89018470|89018340|89018470|89015857|89015956	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018260	89018470	89018340	89018470	89015857	89015956
chr15|+|89018260|89018470|89018402|89018470|89011138|89011255	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018260	89018470	89018402	89018470	89011138	89011255
chr15|+|89018260|89018470|89018402|89018470|89011138|89012376	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018260	89018470	89018402	89018470	89011138	89012376
chr15|+|89018260|89018470|89018402|89018470|89015857|89015956	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018260	89018470	89018402	89018470	89015857	89015956
chr15|+|89018340|89018470|89018402|89018470|89011138|89011255	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018340	89018470	89018402	89018470	89011138	89011255
chr15|+|89018340|89018470|89018402|89018470|89011138|89012376	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018340	89018470	89018402	89018470	89011138	89012376
chr15|+|89018340|89018470|89018402|89018470|89015857|89015956	"ENSG00000181991.15_2"	"MRPS11"	chr15	+	89018340	89018470	89018402	89018470	89015857	89015956
chr1|+|203831309|203831350|203831323|203831350|203830742|203830841	"ENSG00000182004.12_2"	"SNRPE"	chr1	+	203831309	203831350	203831323	203831350	203830742	203830841
chr17|-|72915548|72916766|72915548|72916713|72919004|72919351	"ENSG00000182040.8_2"	"USH1G"	chr17	-	72915548	72916766	72915548	72916713	72919004	72919351
chr12|-|86383177|86383330|86383177|86383327|86395271|86396256	"ENSG00000182050.13_3"	"MGAT4C"	chr12	-	86383177	86383330	86383177	86383327	86395271	86396256
chr12|-|86383177|86383330|86383177|86383327|86443451|86443501	"ENSG00000182050.13_3"	"MGAT4C"	chr12	-	86383177	86383330	86383177	86383327	86443451	86443501
chr19|-|1011365|1011611|1011365|1011498|1011739|1011797	"ENSG00000182087.12_3"	"TMEM259"	chr19	-	1011365	1011611	1011365	1011498	1011739	1011797
